sequence_index,dataset_version,candidate_index,cow_id,cow_health_status,video_health_status,health_condition,session_category,dataset_root,relative_path,video_path,sequence_seconds,target_fps,frames_per_sequence,crop_size,start_second,end_second,window_stride_seconds,window_overlap_seconds,source_fps,source_frame_count,source_duration_sec,detected_frames,filled_frames,detection_rate,filled_rate,confidence_threshold,yolo_batch_size,yolo_device,mean_detection_confidence,min_detection_confidence,max_detection_confidence,multi_face_frames,multi_face_rate,crop_area_mean,crop_area_min,crop_area_max,blur_laplacian_var_mean,created_utc,sequence_dir
283,thesis_stride8_qa,484,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,152.0,162.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.9044336940085939,0.602131724357605,0.9722860455513,0,0.0,1248351.982832618,1138992,1450800,2120.726031174705,2026-05-25T23:55:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t152s
284,thesis_stride8_qa,485,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,160.0,170.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,238,2,0.9916666666666667,0.008333333333333333,0.6,32,0,0.9421804344453731,0.6082675457000732,0.9727658033370972,0,0.0,1421385.575630252,1181310,1666625,2467.3395294324832,2026-05-25T23:56:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t160s
285,thesis_stride8_qa,486,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,168.0,178.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,235,5,0.9791666666666666,0.020833333333333332,0.6,32,0,0.8710540398638299,0.6082671284675598,0.9633888006210327,1,0.004166666666666667,1330559.9659574467,920640,1661808,2098.7433671442354,2026-05-25T23:57:32Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t168s
286,thesis_stride8_qa,487,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,176.0,186.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.8786651037863172,0.6282142996788025,0.9683386087417603,0,0.0,1336138.8149779735,1118126,1520820,2438.1691893067004,2026-05-25T23:58:22Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t176s
287,thesis_stride8_qa,488,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,184.0,194.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,225,15,0.9375,0.0625,0.6,32,0,0.8701335268550449,0.6035653948783875,0.9650312066078186,0,0.0,1339242.5822222221,996402,1711800,2077.43341763332,2026-05-25T23:59:12Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t184s
288,thesis_stride8_qa,489,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,192.0,202.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.9070517545704238,0.6078625917434692,0.9611366987228394,0,0.0,1529713.847161572,1244160,1761480,2421.3200533993922,2026-05-26T00:00:04Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t192s
289,thesis_stride8_qa,490,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,200.0,210.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.9164446415819324,0.6373096704483032,0.9651252627372742,1,0.004166666666666667,1487514.1244635193,1145430,1673529,2518.4691042690447,2026-05-26T00:01:03Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t200s
290,thesis_stride8_qa,491,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,208.0,218.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.9047111782208413,0.6361427903175354,0.9683785438537598,1,0.004166666666666667,1375742.8237885463,1145430,1600560,2491.4659055633047,2026-05-26T00:01:59Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t208s
291,thesis_stride8_qa,492,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,216.0,226.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,234,6,0.975,0.025,0.6,32,0,0.8956671377532502,0.6025940179824829,0.9699738025665283,1,0.004166666666666667,1345793.1965811965,1034100,1931040,2268.482424047693,2026-05-26T00:03:09Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t216s
292,thesis_stride8_qa,493,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,224.0,234.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,228,12,0.95,0.05,0.6,32,0,0.9020898386574628,0.6691245436668396,0.9622061252593994,0,0.0,1359412.6842105263,1123605,1922400,2572.6957292364523,2026-05-26T00:04:14Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t224s
293,thesis_stride8_qa,494,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,232.0,242.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,228,12,0.95,0.05,0.6,32,0,0.8926843179945361,0.6346200704574585,0.9623708128929138,1,0.004166666666666667,1485616.2807017544,1264110,1746360,2308.5164692886015,2026-05-26T00:05:02Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t232s
294,thesis_stride8_qa,495,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,240.0,250.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,222,18,0.925,0.075,0.6,32,0,0.8377576760343604,0.6019406914710999,0.9570890665054321,2,0.008333333333333333,1358399.207207207,1144561,1694940,2230.5345440266165,2026-05-26T00:05:47Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t240s
295,thesis_stride8_qa,496,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,248.0,258.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,235,5,0.9791666666666666,0.020833333333333332,0.6,32,0,0.9027794723815107,0.6238512396812439,0.9685018658638,3,0.0125,1413138.3617021276,1129986,1943232,1906.6516875724087,2026-05-26T00:06:34Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t248s
296,thesis_stride8_qa,497,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,256.0,266.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,234,6,0.975,0.025,0.6,32,0,0.905906454874919,0.6064672470092773,0.9654558897018433,3,0.0125,1215181.376068376,874871,1943232,1371.713157380726,2026-05-26T00:07:19Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t256s
297,thesis_stride8_qa,498,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,264.0,274.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,219,21,0.9125,0.0875,0.6,32,0,0.9145836917232705,0.6256395578384399,0.9700665473937988,0,0.0,1431104.98630137,1146960,1711800,2077.897295762432,2026-05-26T00:08:04Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t264s
298,thesis_stride8_qa,499,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,272.0,282.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.9218087138583482,0.6033685207366943,0.9723208546638489,0,0.0,1491406.744493392,989690,1635120,2753.7336851518135,2026-05-26T00:08:52Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t272s
299,thesis_stride8_qa,500,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,280.0,290.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,226,14,0.9416666666666667,0.058333333333333334,0.6,32,0,0.8920688027829196,0.6089926958084106,0.9723208546638489,0,0.0,1524790.274336283,1262511,1915920,2719.5984363432476,2026-05-26T00:09:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t280s
300,thesis_stride8_qa,501,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,288.0,298.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,232,8,0.9666666666666667,0.03333333333333333,0.6,32,0,0.9097374916590494,0.6264667510986328,0.9600311517715454,0,0.0,1665288.3922413792,1570774,1844640,2809.0892901825614,2026-05-26T00:10:25Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t288s
301,thesis_stride8_qa,502,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,296.0,306.0,8.0,2.0,30.00175878995251,9382,312.71500000000003,240,0,1.0,0.0,0.6,32,0,0.9220547032852967,0.6103609204292297,0.9661096334457397,0,0.0,1701121.9625,1505724,1912680,2868.5072592616098,2026-05-26T00:11:11Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__a7874e8b_t296s
302,thesis_stride8_qa,503,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,0.0,10.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.9126389108502302,0.6088764071464539,0.9727033376693726,0,0.0,1194991.0987124464,963256,1512000,1945.627032512379,2026-05-26T00:11:55Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t000s
303,thesis_stride8_qa,504,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,8.0,18.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,226,14,0.9416666666666667,0.058333333333333334,0.6,32,0,0.8823056954198178,0.6063538789749146,0.9654801487922668,2,0.008333333333333333,1204894.5796460176,462428,1579470,1749.0654552449,2026-05-26T00:12:40Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t008s
304,thesis_stride8_qa,505,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,16.0,26.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.8940890815125003,0.6049843430519104,0.9654801487922668,0,0.0,969176.8283261802,715260,1321760,1811.8788767919334,2026-05-26T00:13:26Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t016s
305,thesis_stride8_qa,506,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,24.0,34.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,222,18,0.925,0.075,0.6,32,0,0.8741435969735051,0.6015878319740295,0.9552010297775269,0,0.0,995435.5630630631,715260,1449360,1922.55750612569,2026-05-26T00:14:16Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t024s
306,thesis_stride8_qa,508,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,40.0,50.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,232,8,0.9666666666666667,0.03333333333333333,0.6,32,0,0.9128118044343488,0.6021867990493774,0.967246413230896,4,0.016666666666666666,1692797.8706896552,1525776,1807713,2301.0577789343497,2026-05-26T00:15:48Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t040s
307,thesis_stride8_qa,509,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,48.0,58.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,238,2,0.9916666666666667,0.008333333333333333,0.6,32,0,0.9012435389166119,0.6026632189750671,0.9704486727714539,0,0.0,1269543.4663865545,663570,1807713,1620.8752251708477,2026-05-26T00:16:35Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t048s
308,thesis_stride8_qa,510,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,56.0,66.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.8816727663314393,0.6120433807373047,0.9673927426338196,0,0.0,1309255.5536480686,1192695,1457595,1783.4182092104945,2026-05-26T00:17:20Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t056s
309,thesis_stride8_qa,511,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,64.0,74.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.885303217771272,0.6030016541481018,0.9632623791694641,0,0.0,1289461.807860262,1097600,1576614,1756.2889748090388,2026-05-26T00:18:07Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t064s
310,thesis_stride8_qa,512,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,72.0,82.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,236,4,0.9833333333333333,0.016666666666666666,0.6,32,0,0.916036489656416,0.6108565926551819,0.966195821762085,1,0.004166666666666667,1421249.0847457626,1097600,1744624,1828.1262207831774,2026-05-26T00:18:55Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t072s
311,thesis_stride8_qa,513,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,80.0,90.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,234,6,0.975,0.025,0.6,32,0,0.9026404766954927,0.6097449660301208,0.9701594710350037,0,0.0,1463514.594017094,1185756,1775394,1819.8205682735033,2026-05-26T00:19:41Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t080s
312,thesis_stride8_qa,514,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,88.0,98.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,236,4,0.9833333333333333,0.016666666666666666,0.6,32,0,0.9190526094477055,0.6233081221580505,0.9701594710350037,1,0.004166666666666667,1256055.8644067796,616761,1682640,1826.6056941100037,2026-05-26T00:20:27Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t088s
313,thesis_stride8_qa,515,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,96.0,106.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.8975627942897347,0.6057248115539551,0.9590501189231873,1,0.004166666666666667,1320386.5851528384,616761,1762560,1669.3885001848166,2026-05-26T00:21:13Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t096s
314,thesis_stride8_qa,516,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,104.0,114.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,237,3,0.9875,0.0125,0.6,32,0,0.9322850970779291,0.6210510730743408,0.9638370275497437,0,0.0,1038848.2573839662,793584,1193760,1612.8906372302338,2026-05-26T00:22:00Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t104s
315,thesis_stride8_qa,517,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,112.0,122.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,238,2,0.9916666666666667,0.008333333333333333,0.6,32,0,0.924224902601803,0.6210510730743408,0.9628147482872009,1,0.004166666666666667,1008814.7983193278,651015,1353744,1712.1052196048186,2026-05-26T00:22:48Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t112s
316,thesis_stride8_qa,518,349,Unhealthy,Unhealthy,sudden fall,sudden_fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 47 34 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 47 34 PM.mov",10.0,24.0,240,224,120.0,130.0,8.0,2.0,30.001314501876816,6847,228.22333333333333,238,2,0.9916666666666667,0.008333333333333333,0.6,32,0,0.9311395132241129,0.6126091480255127,0.9654664993286133,2,0.008333333333333333,1356412.0336134455,690093,1724531,2066.202621575477,2026-05-26T00:23:34Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\unhealthy\cow_349_unhealthy\sequence_cow_349_unhealthy__44544f98_t120s
