sequence_index,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,sequence_seconds,target_fps,frames_per_sequence,crop_size,start_second,end_second,source_fps,source_frame_count,source_duration_sec,detected_frames,filled_frames,confidence_threshold,mean_detection_confidence,min_detection_confidence,max_detection_confidence,created_utc
124,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 5/323-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 5\323-lameness.mov,10.0,24.0,240,224,23.585833333333333,33.58583333333333,29.997376322770602,1715,57.17166666666667,240,0,0.6,0.9248249081273874,0.8986599445343018,0.9399895668029785,2026-05-01T08:09:44Z
125,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/310/Video 2025-02-19, 9 27 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\310\Video 2025-02-19, 9 27 32 AM.mov",10.0,24.0,240,224,55.48,65.47999999999999,30.00165343915344,3629,120.96,240,0,0.6,0.9321006392439206,0.9071152210235596,0.9513009786605835,2026-05-01T08:10:45Z
126,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\406.mov,10.0,24.0,240,224,22.969166666666666,32.969166666666666,29.99731847570241,1678,55.93833333333333,240,0,0.6,0.9387013539671898,0.8556956052780151,0.9494582414627075,2026-05-01T08:11:49Z
127,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 26\387.mov,10.0,24.0,240,224,26.386666666666667,36.38666666666667,29.996813933729822,1883,62.77333333333333,240,0,0.6,0.8927430885533492,0.72245854139328,0.942943811416626,2026-05-01T08:12:51Z
128,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 26/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 26\402.mov,10.0,24.0,240,224,25.386666666666667,35.38666666666667,29.996709082931112,1823,60.77333333333333,240,0,0.6,0.9336460113525391,0.7932165861129761,0.94886314868927,2026-05-01T08:13:56Z
129,446,Unhealthy,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/446- fresh cows.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 8\446- fresh cows.mov,10.0,24.0,240,224,25.553333333333335,35.553333333333335,29.996727034693432,1833,61.10666666666667,240,0,0.6,0.9242884775002798,0.8740975856781006,0.9459876418113708,2026-05-01T08:14:57Z
130,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 6/403-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Oct 6\403-lameness.mov,10.0,24.0,240,224,26.903333333333332,36.903333333333336,29.996865531292446,1914,63.806666666666665,240,0,0.6,0.92455093562603,0.8936591744422913,0.9445706009864807,2026-05-01T08:16:01Z
131,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 5\374.mov,10.0,24.0,240,224,25.78666666666667,35.78666666666667,29.996751840623645,1847,61.57333333333334,240,0,0.6,0.9113782299061616,0.7383257746696472,0.9393351078033447,2026-05-01T08:17:02Z
132,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/421/Video 2025-03-07, 6 17 24 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\421\Video 2025-03-07, 6 17 24 AM.mov",10.0,24.0,240,224,57.129999999999995,67.13,30.001609528408178,3728,124.25999999999999,240,0,0.6,0.9428104480107625,0.9290306568145752,0.9491847157478333,2026-05-01T08:18:05Z
133,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/433/Video 2025-03-07, 7 50 08 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\433\Video 2025-03-07, 7 50 08 AM.mov",10.0,24.0,240,224,55.846666666666664,65.84666666666666,30.001643475402652,3651,121.69333333333333,240,0,0.6,0.9389747234682242,0.91865074634552,0.9488038420677185,2026-05-01T08:19:08Z
134,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/438/Video 2025-03-07, 7 57 09 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\438\Video 2025-03-07, 7 57 09 AM.mov",10.0,24.0,240,224,26.098333333333333,36.09833333333333,30.001607803204887,1866,62.196666666666665,240,0,0.6,0.9332467970748742,0.8708492517471313,0.9507486820220947,2026-05-01T08:20:12Z
135,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/417/Video 2025-02-21, 9 21 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\417\Video 2025-02-21, 9 21 06 AM.mov",10.0,24.0,240,224,59.09583333333333,69.09583333333333,30.0019502047715,3846,128.19166666666666,202,38,0.6,0.786683981961543,0.6130827069282532,0.9090944528579712,2026-05-01T08:21:17Z
136,427,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/427-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 4\427-lameness.mov,10.0,24.0,240,224,26.036666666666665,36.03666666666666,29.996778004510794,1862,62.07333333333333,240,0,0.6,0.9374050877988338,0.8766365647315979,0.9487655162811279,2026-05-01T08:22:20Z
137,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/During exercise/378/Video 2025-03-10, 7 01 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\During exercise\378\Video 2025-03-10, 7 01 58 AM.mov",10.0,24.0,240,224,42.751666666666665,52.751666666666665,29.925657045129316,2858,95.50333333333333,240,0,0.6,0.9362057482202848,0.8711121678352356,0.9515500068664551,2026-05-01T08:23:28Z
138,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 26/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 26\425-lameness.mov,10.0,24.0,240,224,24.436666666666667,34.43666666666667,29.996602876231456,1766,58.873333333333335,156,84,0.6,0.8682629133646305,0.6161065697669983,0.9387944340705872,2026-05-01T08:24:29Z
139,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\432.mov,10.0,24.0,240,224,20.7025,30.7025,29.997081995914794,1542,51.405,240,0,0.6,0.9230889822045962,0.622469425201416,0.9461417198181152,2026-05-01T08:25:33Z
140,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\404.mov,10.0,24.0,240,224,22.0025,32.0025,29.997222479400055,1620,54.005,240,0,0.6,0.9291095691422622,0.8559992909431458,0.9467613101005554,2026-05-01T08:26:35Z
141,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/436/Video 2025-02-24, 10 44 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\436\Video 2025-02-24, 10 44 42 AM.mov",10.0,24.0,240,224,56.06333333333333,66.06333333333333,30.0016376439762,3664,122.12666666666667,240,0,0.6,0.9282110606630644,0.8465102910995483,0.9468994736671448,2026-05-01T08:27:40Z
142,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\439.mov,10.0,24.0,240,224,21.069166666666668,31.069166666666668,29.997123038071795,1564,52.138333333333335,240,0,0.6,0.9272120421131452,0.8725188970565796,0.9494492411613464,2026-05-01T08:28:44Z
143,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/370/Video 2025-03-10, 7 43 41 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\After exercise\370\Video 2025-03-10, 7 43 41 AM.mov",10.0,24.0,240,224,56.721666666666664,66.72166666666666,29.997569735101127,3703,123.44333333333333,240,0,0.6,0.9178075117369493,0.8445971608161926,0.9513333439826965,2026-05-01T08:29:46Z
144,415,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 8/415 - lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 8\415 - lameness.mov,10.0,24.0,240,224,26.036666666666665,36.03666666666666,29.996778004510794,1862,62.07333333333333,240,0,0.6,0.9235168501734734,0.9008561968803406,0.939744770526886,2026-05-01T08:30:48Z
145,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/354/Video 2025-03-06, 6 35 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\354\Video 2025-03-06, 6 35 48 AM.mov",10.0,24.0,240,224,63.8625,73.8625,29.99455436558359,4131,137.725,240,0,0.6,0.9263859363893668,0.8886672854423523,0.9459517002105713,2026-05-01T08:31:52Z
146,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/255/Video 2025-03-07, 6 15 14 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\255\Video 2025-03-07, 6 15 14 AM.mov",10.0,24.0,240,224,56.098333333333336,66.09833333333333,30.000818352928338,3666,122.19666666666667,240,0,0.6,0.9405695259571075,0.9299734830856323,0.9477709531784058,2026-05-01T08:32:56Z
147,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\405.mov,10.0,24.0,240,224,25.57,35.57,29.996728819103698,1834,61.14,240,0,0.6,0.936050142844518,0.9187783598899841,0.94499272108078,2026-05-01T08:33:57Z
148,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\355.mov,10.0,24.0,240,224,21.885833333333334,31.885833333333334,29.9972104268047,1613,53.77166666666667,240,0,0.6,0.9303450296322505,0.8945163488388062,0.9456238150596619,2026-05-01T08:35:03Z
149,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 8/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 8\408.mov,10.0,24.0,240,224,20.769166666666667,30.769166666666667,29.997089544998868,1546,51.538333333333334,240,0,0.6,0.8923432963589827,0.6174098253250122,0.9491307139396667,2026-05-01T08:36:06Z
150,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 28/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 28\394-lameness.mov,10.0,24.0,240,224,34.064166666666665,44.064166666666665,30.001919918083495,2344,78.12833333333333,240,0,0.6,0.9354369682570298,0.909785807132721,0.9494166970252991,2026-05-01T08:36:24Z
151,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 5/323- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 5\323- lameness.mov,10.0,24.0,240,224,23.3025,33.302499999999995,29.997350057415424,1698,56.605,240,0,0.6,0.9309564903378487,0.9139910340309143,0.9524728059768677,2026-05-01T08:37:30Z
152,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/310/Video 2025-02-19, 10 04 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\After Exercise\310\Video 2025-02-19, 10 04 02 AM.mov",10.0,24.0,240,224,83.91166666666666,93.91166666666666,30.001687067688906,5335,177.82333333333332,240,0,0.6,0.9345259490112464,0.8544552326202393,0.9475325345993042,2026-05-01T08:38:35Z
153,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\406.mov,10.0,24.0,240,224,20.919166666666666,30.919166666666666,29.997106388451275,1555,51.83833333333333,167,73,0.6,0.8631549852336952,0.6085195541381836,0.9443345665931702,2026-05-01T08:39:37Z
154,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 6/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 6\387.mov,10.0,24.0,240,224,27.25333333333333,37.25333333333333,29.99689954526664,1935,64.50666666666666,240,0,0.6,0.9176990941166878,0.9034776091575623,0.9337908029556274,2026-05-01T08:40:40Z
155,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\402.mov,10.0,24.0,240,224,25.503333333333334,35.50333333333333,29.996721669762866,1830,61.00666666666667,240,0,0.6,0.9358728763957819,0.9228783249855042,0.9470290541648865,2026-05-01T08:41:42Z
156,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Oct 6/403-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Oct 6\403-lameness.mov,10.0,24.0,240,224,25.953333333333333,35.95333333333333,29.996769330174455,1857,61.906666666666666,240,0,0.6,0.92452088072896,0.8532372713088989,0.9396645426750183,2026-05-01T08:42:47Z
157,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\374.mov,10.0,24.0,240,224,24.97,34.97,29.996663329996665,1798,59.94,240,0,0.6,0.9330345896383127,0.9219129085540771,0.9440722465515137,2026-05-01T08:43:51Z
158,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/421/Video 2025-02-19, 9 32 19 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\421\Video 2025-02-19, 9 32 19 AM.mov",10.0,24.0,240,224,38.464166666666664,48.464166666666664,30.00172555936883,2608,86.92833333333333,236,4,0.6,0.887193664150723,0.6029363870620728,0.9524276852607727,2026-05-01T08:44:54Z
159,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/433/Video 2025-02-19, 8 48 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\433\Video 2025-02-19, 8 48 28 AM.mov",10.0,24.0,240,224,86.06083333333333,96.06083333333333,30.001921792208506,5464,182.12166666666667,240,0,0.6,0.9359229035675526,0.8982937335968018,0.9495789408683777,2026-05-01T08:45:58Z
160,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/438/Video 2025-03-24, 7 04 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\438\Video 2025-03-24, 7 04 54 AM.mov",10.0,24.0,240,224,56.31333333333333,66.31333333333333,30.00163096661955,3679,122.62666666666667,240,0,0.6,0.9293987601995468,0.8197715878486633,0.9514630436897278,2026-05-01T08:47:06Z
161,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/417/Video 2025-02-27, 2 40 36 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\417\Video 2025-02-27, 2 40 36 PM.mov",10.0,24.0,240,224,56.11333333333334,66.11333333333334,30.001636304134394,3667,122.22666666666667,240,0,0.6,0.9373460392157237,0.9156442284584045,0.9459633231163025,2026-05-01T08:48:10Z
162,427,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/427- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 5\427- lameness.mov,10.0,24.0,240,224,25.42,35.42,29.99671268902038,1825,60.84,240,0,0.6,0.9439546080927054,0.9373920559883118,0.9490056037902832,2026-05-01T08:49:14Z
163,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/378/Video 2025-02-21, 10 06 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\378\Video 2025-02-21, 10 06 18 AM.mov",10.0,24.0,240,224,88.35083333333333,98.35083333333333,29.994376054489784,5600,186.70166666666665,240,0,0.6,0.941632175942262,0.9270603060722351,0.9505215287208557,2026-05-01T08:50:18Z
164,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 7/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 7\425-lameness.mov,10.0,24.0,240,224,25.43166666666667,35.43166666666667,30.001643025357357,1826,60.86333333333334,240,0,0.6,0.9277856886386872,0.8567261695861816,0.9518277049064636,2026-05-01T08:50:35Z
165,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 8/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 8\432.mov,10.0,24.0,240,224,21.41916666666667,31.41916666666667,29.997161151941455,1585,52.83833333333334,240,0,0.6,0.9067770875990391,0.8584802746772766,0.9439278244972229,2026-05-01T08:51:38Z
166,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 29/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 29\404.mov,10.0,24.0,240,224,24.653333333333332,34.653333333333336,29.996627697841728,1779,59.306666666666665,232,8,0.6,0.8946370169006544,0.6284709572792053,0.9413343667984009,2026-05-01T08:52:42Z
167,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"17 March 2025/After exercise/436/Video 2025-03-17, 8 53 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\17 March 2025\After exercise\436\Video 2025-03-17, 8 53 16 AM.mov",10.0,24.0,240,224,42.865,52.865,30.001044604617153,2872,95.73,240,0,0.6,0.9435709595680237,0.9372472167015076,0.9518859386444092,2026-05-01T08:53:45Z
168,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\439.mov,10.0,24.0,240,224,23.85333333333333,33.85333333333333,29.996534195933457,1731,57.70666666666666,239,1,0.6,0.9092682642417972,0.7972383499145508,0.9378829598426819,2026-05-01T08:54:51Z
169,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/370/Video 2025-03-07, 7 05 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\370\Video 2025-03-07, 7 05 16 AM.mov",10.0,24.0,240,224,44.09666666666667,54.09666666666667,30.002036798153302,2946,98.19333333333334,240,0,0.6,0.9326459353168806,0.883467435836792,0.9493463039398193,2026-05-01T08:55:54Z
170,415,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/415 - lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 4\415 - lameness.mov,10.0,24.0,240,224,25.32,35.32,29.9967018469657,1819,60.64,240,0,0.6,0.9283979954818885,0.8815910816192627,0.9498801231384277,2026-05-01T08:56:55Z
171,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/354/Video 2025-02-27, 3 46 49 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\354\Video 2025-02-27, 3 46 49 PM.mov",10.0,24.0,240,224,57.52916666666667,67.52916666666667,30.00199906710202,3752,125.05833333333334,240,0,0.6,0.9188152636090915,0.7262305617332458,0.9555869698524475,2026-05-01T08:57:57Z
172,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/255/Video 2025-02-24, 10 23 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\255\Video 2025-02-24, 10 23 45 AM.mov",10.0,24.0,240,224,56.14666666666667,66.14666666666668,30.001635412123854,3669,122.29333333333334,240,0,0.6,0.9304577060043812,0.8838224411010742,0.9451814293861389,2026-05-01T08:59:01Z
173,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\355.mov,10.0,24.0,240,224,19.669166666666666,29.669166666666666,29.99695976759112,1480,49.33833333333333,224,16,0.6,0.871411166020802,0.6554884314537048,0.9077016115188599,2026-05-01T09:00:04Z
174,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\408.mov,10.0,24.0,240,224,20.6025,30.6025,29.997070598574357,1536,51.205,240,0,0.6,0.8861744739115238,0.6448321342468262,0.9425255060195923,2026-05-01T09:01:06Z
175,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 1/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Oct 1\394-lameness.mov,10.0,24.0,240,224,23.552500000000002,33.5525,29.997373259784606,1713,57.105000000000004,206,34,0.6,0.9018281926807848,0.6026208996772766,0.9381192326545715,2026-05-01T09:02:07Z
176,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 10/323-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 10\323-lameness.mov,10.0,24.0,240,224,22.360833333333332,32.36083333333333,29.98812170681936,1641,54.721666666666664,240,0,0.6,0.895742766559124,0.781729519367218,0.9335917830467224,2026-05-01T09:03:08Z
177,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/310/Video 2025-03-19, 8 02 23 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\310\Video 2025-03-19, 8 02 23 AM.mov",10.0,24.0,240,224,55.379999999999995,65.38,30.001656177542234,3623,120.75999999999999,240,0,0.6,0.9346940619250138,0.924268364906311,0.9441236853599548,2026-05-01T09:04:11Z
178,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\406.mov,10.0,24.0,240,224,21.069166666666668,31.069166666666668,29.997123038071795,1564,52.138333333333335,240,0,0.6,0.9335280261933804,0.9061084389686584,0.9507468938827515,2026-05-01T09:05:14Z
179,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 6/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 6\387.mov,10.0,24.0,240,224,24.17,34.17,29.996571820363386,1750,58.34,240,0,0.6,0.9339507547517617,0.8914119601249695,0.9492939710617065,2026-05-01T09:06:17Z
180,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 1/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 1\402.mov,10.0,24.0,240,224,26.153333333333336,36.153333333333336,29.996790070618445,1869,62.30666666666667,240,0,0.6,0.9178536708156267,0.8495773673057556,0.9376456141471863,2026-05-01T09:07:21Z
181,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 4/403-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 4\403-lameness.mov,10.0,24.0,240,224,30.63666666666667,40.63666666666667,29.997193901412402,2138,71.27333333333334,240,0,0.6,0.9210949701567491,0.7499344944953918,0.9506081938743591,2026-05-01T09:08:24Z
182,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\374.mov,10.0,24.0,240,224,24.278333333333332,34.278333333333336,29.988045767632492,1756,58.556666666666665,235,5,0.6,0.8498713445156179,0.6337190866470337,0.9411374926567078,2026-05-01T09:09:26Z
183,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/421/Video 2025-02-20, 8 37 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\421\Video 2025-02-20, 8 37 01 AM.mov",10.0,24.0,240,224,86.2875,96.2875,29.993153498562236,5476,182.575,240,0,0.6,0.9422114344934622,0.9248387217521667,0.9494014382362366,2026-05-01T09:10:31Z
184,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/433/Video 2025-03-19, 7 37 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\433\Video 2025-03-19, 7 37 49 AM.mov",10.0,24.0,240,224,41.58083333333333,51.58083333333333,30.00161010429898,2795,93.16166666666666,240,0,0.6,0.9192602768540382,0.7631909251213074,0.9505839943885803,2026-05-01T09:11:31Z
