candidate_rank,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,duration_sec,fps,frame_count
157,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/417/Video 2025-02-24, 10 30 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\417\Video 2025-02-24, 10 30 11 AM.mov",123.060000,30.001625,3692
158,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/421/Video 2025-02-24, 10 25 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\421\Video 2025-02-24, 10 25 50 AM.mov",123.426667,30.001620,3703
159,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/433/Video 2025-02-24, 10 37 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\433\Video 2025-02-24, 10 37 28 AM.mov",122.460000,30.001633,3674
160,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/436/Video 2025-02-24, 10 44 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\436\Video 2025-02-24, 10 44 42 AM.mov",122.126667,30.001638,3664
161,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/438/Video 2025-02-24, 10 42 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\438\Video 2025-02-24, 10 42 11 AM.mov",121.560000,30.001645,3647
162,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/255/Video 2025-02-24, 8 44 13 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\255\Video 2025-02-24, 8 44 13 AM.mov",124.925000,30.002001,3748
163,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/310/Video 2025-02-24, 8 58 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\310\Video 2025-02-24, 8 58 07 AM.mov",126.025000,30.001984,3781
164,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/354/Video 2025-02-24, 9 02 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\354\Video 2025-02-24, 9 02 29 AM.mov",124.460000,29.993572,3733
165,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/370/Video 2025-02-24, 8 46 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\370\Video 2025-02-24, 8 46 22 AM.mov",134.425000,30.001860,4033
166,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/378/Video 2025-02-24, 9 06 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\378\Video 2025-02-24, 9 06 06 AM.mov",123.293333,30.001622,3699
167,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/417/Video 2025-02-24, 8 52 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\417\Video 2025-02-24, 8 52 11 AM.mov",127.858333,30.001955,3836
168,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/421/Video 2025-02-24, 9 09 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\421\Video 2025-02-24, 9 09 01 AM.mov",123.493333,30.001620,3705
169,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/433/Video 2025-02-24, 9 00 19 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\433\Video 2025-02-24, 9 00 19 AM.mov",123.393333,30.001621,3702
170,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/436/Video 2025-02-24, 8 48 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\436\Video 2025-02-24, 8 48 57 AM.mov",121.126667,30.001651,3634
171,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/438/Video 2025-02-24, 8 54 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\438\Video 2025-02-24, 8 54 33 AM.mov",135.325000,30.001847,4060
172,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/255/Video 2025-02-24, 9 37 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\255\Video 2025-02-24, 9 37 18 AM.mov",122.460000,30.001633,3674
173,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/310/Video 2025-02-24, 9 46 36 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\310\Video 2025-02-24, 9 46 36 AM.mov",122.526667,30.001632,3676
174,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/354/Video 2025-02-24, 9 41 39 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\354\Video 2025-02-24, 9 41 39 AM.mov",121.860000,30.001641,3656
175,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/370/Video 2025-02-24, 9 44 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\370\Video 2025-02-24, 9 44 01 AM.mov",125.246667,29.996806,3757
176,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/378/Video 2025-02-24, 9 39 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\378\Video 2025-02-24, 9 39 32 AM.mov",121.193333,30.001650,3636
177,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/417/Video 2025-02-24, 9 52 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\417\Video 2025-02-24, 9 52 01 AM.mov",121.493333,30.001646,3645
178,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/421/Video 2025-02-24, 9 54 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\421\Video 2025-02-24, 9 54 45 AM.mov",123.526667,30.001619,3706
179,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/433/Video 2025-02-24, 9 48 47 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\433\Video 2025-02-24, 9 48 47 AM.mov",134.558333,30.001858,4037
180,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/During Exercise/436/Video 2025-02-24, 9 57 14 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\During Exercise\436\Video 2025-02-24, 9 57 14 AM.mov",142.391667,30.001756,4272
181,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"26 March 2025/255/Video 2025-03-26, 8 36 20 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\255\Video 2025-03-26, 8 36 20 AM.mov",124.226667,30.001610,3727
182,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/310/Video 2025-03-26, 8 19 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\310\Video 2025-03-26, 8 19 29 AM.mov",120.960000,30.001653,3629
183,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/354/Video 2025-03-26, 8 32 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\354\Video 2025-03-26, 8 32 59 AM.mov",121.060000,30.001652,3632
184,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/370/Video 2025-03-26, 8 07 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\370\Video 2025-03-26, 8 07 55 AM.mov",120.793333,30.001656,3624
185,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/378/Video 2025-03-26, 8 11 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\378\Video 2025-03-26, 8 11 16 AM.mov",121.293333,30.001649,3639
186,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/417/Video 2025-03-26, 8 14 25 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\417\Video 2025-03-26, 8 14 25 AM.mov",125.225000,30.001996,3757
187,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/421/Video 2025-03-26, 8 29 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\421\Video 2025-03-26, 8 29 55 AM.mov",140.291667,30.001782,4209
188,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/433/Video 2025-03-26, 8 22 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\433\Video 2025-03-26, 8 22 33 AM.mov",122.593333,29.993474,3677
189,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/436/Video 2025-03-26, 8 24 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\436\Video 2025-03-26, 8 24 59 AM.mov",123.260000,30.001623,3698
190,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/438/Video 2025-03-26, 8 16 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\438\Video 2025-03-26, 8 16 50 AM.mov",122.126667,30.001638,3664
191,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/255/Video 2025-02-27, 3 35 20 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\255\Video 2025-02-27, 3 35 20 PM.mov",127.758333,30.001957,3833
192,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/310/Video 2025-02-27, 3 49 03 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\310\Video 2025-02-27, 3 49 03 PM.mov",122.126667,30.001638,3664
193,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/354/Video 2025-02-27, 3 46 49 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\354\Video 2025-02-27, 3 46 49 PM.mov",125.058333,30.001999,3752
194,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/370/Video 2025-02-27, 3 38 13 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\370\Video 2025-02-27, 3 38 13 PM.mov",121.001667,29.999587,3630
195,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/378/Video 2025-02-27, 3 56 44 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\378\Video 2025-02-27, 3 56 44 PM.mov",123.761667,30.001212,3713
196,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/417/Video 2025-02-27, 3 42 42 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\417\Video 2025-02-27, 3 42 42 PM.mov",122.526667,30.001632,3676
197,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/421/Video 2025-02-27, 3 33 10 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\421\Video 2025-02-27, 3 33 10 PM.mov",126.558333,30.001975,3797
198,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/433/Video 2025-02-27, 3 51 28 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\433\Video 2025-02-27, 3 51 28 PM.mov",121.726667,30.001643,3652
199,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/436/Video 2025-02-27, 3 40 16 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\436\Video 2025-02-27, 3 40 16 PM.mov",121.326667,30.001648,3640
200,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/438/Video 2025-02-27, 3 53 51 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\438\Video 2025-02-27, 3 53 51 PM.mov",126.325000,30.001979,3790
201,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/255/Video 2025-02-27, 2 33 58 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\255\Video 2025-02-27, 2 33 58 PM.mov",125.258333,30.001996,3758
202,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/310/Video 2025-02-27, 2 45 31 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\310\Video 2025-02-27, 2 45 31 PM.mov",125.193333,30.001598,3756
203,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/354/Video 2025-02-27, 2 49 57 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\354\Video 2025-02-27, 2 49 57 PM.mov",122.226667,30.001636,3667
204,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/370/Video 2025-02-27, 2 31 53 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\370\Video 2025-02-27, 2 31 53 PM.mov",122.560000,30.001632,3677
205,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/378/Video 2025-02-27, 2 38 22 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\378\Video 2025-02-27, 2 38 22 PM.mov",123.293333,30.001622,3699
206,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/417/Video 2025-02-27, 2 40 36 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\417\Video 2025-02-27, 2 40 36 PM.mov",122.226667,30.001636,3667
207,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/421/Video 2025-02-27, 2 36 09 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\421\Video 2025-02-27, 2 36 09 PM.mov",120.960000,30.001653,3629
208,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/433/Video 2025-02-27, 2 47 39 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\433\Video 2025-02-27, 2 47 39 PM.mov",136.725000,30.001828,4102
209,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/436/Video 2025-02-27, 2 29 11 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\436\Video 2025-02-27, 2 29 11 PM.mov",125.391667,30.001994,3762
210,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/438/Video 2025-02-27, 2 42 51 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\438\Video 2025-02-27, 2 42 51 PM.mov",124.658333,30.002005,3740
211,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/255/Video 2025-02-27, 3 06 39 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\255\Video 2025-02-27, 3 06 39 PM.mov",121.493333,30.001646,3645
212,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/310/Video 2025-02-27, 3 19 43 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\310\Video 2025-02-27, 3 19 43 PM.mov",105.593333,30.001894,3168
213,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/354/Video 2025-02-27, 3 08 52 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\354\Video 2025-02-27, 3 08 52 PM.mov",122.326667,30.001635,3670
214,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/370/Video 2025-02-27, 3 22 44 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\370\Video 2025-02-27, 3 22 44 PM.mov",92.161667,30.001628,2765
215,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/378/Video 2025-02-27, 3 17 00 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\378\Video 2025-02-27, 3 17 00 PM.mov",122.631667,30.000408,3679
216,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/417/Video 2025-02-27, 3 01 05 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\417\Video 2025-02-27, 3 01 05 PM.mov",145.158333,30.001722,4355
217,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/421/Video 2025-02-27, 2 58 37 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\421\Video 2025-02-27, 2 58 37 PM.mov",123.593333,30.001618,3708
218,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/433/Video 2025-02-27, 3 03 52 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\433\Video 2025-02-27, 3 03 52 PM.mov",96.928333,30.001548,2908
219,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/436/Video 2025-02-27, 3 11 14 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\436\Video 2025-02-27, 3 11 14 PM.mov",119.831667,30.000417,3595
220,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/438/Video 2025-02-27, 3 14 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\438\Video 2025-02-27, 3 14 08 PM.mov",121.126667,30.001651,3634
221,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/255/Video 2025-02-28, 9 47 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\255\Video 2025-02-28, 9 47 37 AM.mov",123.960000,30.001613,3719
222,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/310/Video 2025-02-28, 9 59 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\310\Video 2025-02-28, 9 59 51 AM.mov",121.160000,29.993397,3634
223,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/354/Video 2025-02-28, 10 03 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\354\Video 2025-02-28, 10 03 59 AM.mov",122.993333,29.993496,3689
224,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/370/Video 2025-02-28, 9 45 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\370\Video 2025-02-28, 9 45 01 AM.mov",132.758333,30.001883,3983
225,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/378/Video 2025-02-28, 9 54 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\378\Video 2025-02-28, 9 54 22 AM.mov",124.226667,30.001610,3727
226,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/417/Video 2025-02-28, 9 57 04 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\417\Video 2025-02-28, 9 57 04 AM.mov",124.160000,30.001611,3725
227,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/421/Video 2025-02-28, 9 52 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\421\Video 2025-02-28, 9 52 07 AM.mov",123.393333,30.001621,3702
228,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/433/Video 2025-02-28, 10 01 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\433\Video 2025-02-28, 10 01 55 AM.mov",120.760000,30.001656,3623
229,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/436/Video 2025-02-28, 9 49 44 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\436\Video 2025-02-28, 9 49 44 AM.mov",136.525000,30.001831,4096
230,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/438/Video 2025-02-28, 10 06 36 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\438\Video 2025-02-28, 10 06 36 AM.mov",131.958333,30.001895,3959
231,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/255/Video 2025-03-06, 7 36 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\255\Video 2025-03-06, 7 36 58 AM.mov",121.360000,30.001648,3641
232,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/310/Video 2025-03-06, 7 50 46 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\310\Video 2025-03-06, 7 50 46 AM.mov",121.393333,30.001648,3642
233,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/354/Video 2025-03-06, 7 52 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\354\Video 2025-03-06, 7 52 59 AM.mov",120.260000,30.001663,3608
234,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/370/Video 2025-03-06, 7 34 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\370\Video 2025-03-06, 7 34 51 AM.mov",121.766667,30.000000,3653
